0.93306;-3.09846;-2.95298;-2.78176;2.60865;-2.68387;2.62787;-2.63976;-2.49334;2.70595;-2.68778;-2.87768;2.88178;2.86859;2.89196;-2.68371;2.6385;2.98572;-2.89918;-2.87478;-2.75636;-2.75323;2.61975;-2.78301;-2.80991;-2.57745;2.7101;2.84904;2.71857;-2.72772;2.86679;2.7912;2.81064;-2.83616;2.68548;2.97255;2.81013;-2.96624;-2.68645;2.62339;-2.96231;-2.74034;2.49434;3.22412;2.89154;2.83724;-2.83866;-2.7081;-2.6215;0
0.93306;-2.76155;-2.9956;-2.80496;2.76695;-2.71426;2.5702;-2.63208;-2.80182;2.59176;-2.68946;-2.94227;2.79308;2.72992;2.82476;-2.8669;2.80119;2.69669;-2.75377;-3.02095;-2.83265;-2.81334;2.62888;-2.6099;-2.91232;-2.83957;2.84109;2.85659;2.93499;-2.71835;2.81204;3.02789;2.83098;-2.78047;2.94793;2.77679;2.82226;-2.67645;-2.84251;2.6891;-2.64948;-2.71897;2.80392;2.7435;3.05961;2.77103;-2.82693;-2.62143;-2.55133;0
0.93306;-2.92377;-2.90036;-2.45656;2.74951;-2.9384;2.92602;-2.77144;-3.13202;2.80131;-2.71366;-3.02158;2.58063;2.69521;2.63703;-2.85754;2.77222;2.88167;-2.88295;-2.7247;-2.94989;-2.75446;2.8618;-2.79954;-2.88719;-2.73575;2.75642;2.8635;2.81013;-2.80373;2.93537;2.50424;2.80427;-2.64292;2.66034;2.76935;2.85912;-2.67571;-2.58326;3.04808;-2.66305;-2.71897;2.90204;2.77376;2.70693;2.57499;-2.63434;-2.89544;-2.98931;0
0.93306;-2.52262;-2.99976;-2.72112;2.69683;-2.52878;2.54288;-2.78545;-2.56728;2.73798;-2.47208;-2.9272;2.96261;2.86027;2.61759;-2.95828;2.89047;2.93798;-2.8769;-2.80106;-2.60773;-2.76834;2.63238;-2.88627;-2.59458;-2.95865;2.79237;2.77293;2.8163;-2.61044;2.84579;2.64336;2.8317;-2.61693;2.73815;2.78739;2.60509;-2.98349;-2.82393;2.56326;-2.75712;-2.65069;2.68456;2.84567;3.01133;2.6257;-2.73281;-2.91806;-2.62769;0
0.93306;-2.86548;-2.83327;-2.7739;2.61446;-2.78834;2.86907;-2.95782;-2.8043;2.74589;-2.81488;-2.55706;2.78812;2.77181;2.78246;-2.82768;2.54512;2.97038;-2.87617;-2.67056;-2.82747;-2.77211;2.7677;-2.7124;-2.92938;-2.78571;2.73246;2.88439;2.78164;-2.82755;2.80967;2.93447;2.66041;-2.9752;2.99777;2.97291;2.82798;-2.51957;-2.63412;2.82383;-2.64051;-2.67209;3.00082;2.96716;2.71318;2.58216;-2.7124;-2.79585;-2.78649;0
0.93306;-2.56648;-2.94984;-2.82854;2.77336;-2.62529;2.73232;-2.85528;-2.59418;2.79275;-2.58168;-2.92569;2.73083;2.84465;2.74027;-2.50697;2.69192;2.76049;-2.73352;-2.6104;-2.80623;-2.92191;2.7093;-2.92966;-2.74982;-2.46687;2.92263;2.70315;2.51555;-2.39672;2.87044;2.74601;2.80784;-2.64106;2.66648;2.60605;2.70456;-2.68304;-2.76074;2.68366;-2.82513;-2.66504;2.76612;2.84178;2.70106;2.69053;-2.77247;-2.9318;-2.6998;0
0.93306;-2.65502;-2.90874;-2.69727;2.6207;-2.73383;2.70619;-2.84178;-2.77821;2.64882;-2.57929;-2.82193;2.9049;2.5406;2.84664;-2.84449;3.05097;2.82773;-2.7151;-2.85618;-2.69691;-2.66308;2.46247;-2.95508;-2.78833;-2.71744;2.67646;2.65813;2.65586;-2.67931;2.82294;2.66662;2.84476;-2.91193;2.8435;2.7223;2.69975;-2.75975;-2.80841;2.79116;-2.61212;-2.90019;2.87891;2.78849;2.74053;2.8055;-2.9015;-2.77662;-3.02526;0
0.93306;-2.63526;-3.11265;-2.72283;2.75188;-2.93057;2.78873;-2.64206;-2.79838;2.86502;-2.78038;-2.81251;2.9317;2.84558;2.66984;-2.98637;2.71638;2.88918;-2.72284;-2.75333;-2.79337;-2.66599;2.63719;-2.88672;-2.79571;-2.94597;2.81337;2.7642;2.77611;-2.77848;2.79046;2.80048;2.74428;-2.70004;2.64429;2.51808;2.64026;-2.84778;-2.57529;2.65202;-2.62731;-2.83852;2.55341;2.9781;2.68904;2.65948;-2.75433;-2.94211;-2.8161;0
0.93306;-2.82037;-2.63046;-2.64731;2.69259;-2.8707;2.65605;-2.84943;-2.96828;2.89085;-2.8129;-2.76742;2.85619;2.90632;2.9653;-2.56738;2.88949;2.70909;-2.86628;-2.58698;-2.91774;-3.00209;2.72051;-2.88687;-2.82572;-2.78161;2.83979;2.66008;2.66277;-2.91505;2.87094;2.74695;2.82242;-2.74013;2.80075;2.78724;2.45006;-2.90565;-2.77024;2.71752;-2.52042;-2.81428;2.90402;2.66377;2.75129;2.61912;-2.9319;-3.06843;-2.64132;0
0.93306;-2.64892;-2.6531;-2.65523;2.7787;-2.84908;2.81727;-2.62959;-2.80262;2.70387;-2.84019;-2.71041;2.69795;2.73296;2.75623;-2.62244;2.80806;2.68745;-2.7971;-2.72167;-2.84834;-2.78847;2.82959;-2.67818;-2.93568;-2.80081;2.75188;2.91937;2.90235;-2.71133;2.87094;2.92461;2.92818;-2.65166;3.07107;3.06621;2.77209;-2.63772;-2.81994;2.69651;-2.76418;-2.49914;2.74206;2.9513;2.8585;2.91553;-2.9596;-2.61761;-2.78138;0
