0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
0.93306;0.719379;1.44328;1.1274;0.693521;0.145582;-0.751954;-0.612334;0.586465;-0.761102;-1.12186;-1.02519;-1.5226;-1.51633;-1.81848;-1.48775;-0.61288;-0.926862;-1.77956;-1.49667;-1.25109;-1.62638;-1.47691;0.11343;1.191;1.14023;0.61659;-0.446388;-1.08162;-0.851138;-1.47343;-1.60465;-1.05089;-1.05447;-0.838157;-1.27243;-0.965613;-1.5475;-1.31621;-1.80629;-1.70715;-0.570138;0.254947;-0.24315;0.202276;0.291658;0.494971;0.909873;1.89132;1.77068;1.41147;1.28977;1.38722;0.927363;1.34806;1.35527;1.81142;1.82832;1.7759;1.5382;0.35312;0.296866;0.0863679;-0.766409;-1.22919;-0.277643;0.0662253;0.612914;-1.34707;-1.10874;-0.126721;0.433587;-0.170067;0.974037;0.751956;1.16544;0.672056;-1.7048;-1.22096;-0.517275;-1.36374;-1.08982;-2.15497;-1.50019;-1.17747;-1.39178;-1.50471;-1.49805;-1.32375;-1.03728;-1.28376;-1.30154;-0.0726639;0.614896;0.63129;-0.288663;0.147214;0.480944;0.550601;-0.0352766;0.14441;-0.222738;-1.09436;-0.879721;-1.17216;-0.905316;-1.23986;-0.874222;-0.640537;-1.91463;-1.92235;-1.21123;-1.15658;-1.18694;-0.626704;-1.4251;-1.36518;-1.82073;-1.3348;-1.89876;-1.56898;-1.52008;-0.568581;-0.568691;0.165984;-0.266121;-0.789414;0.23254;0.969839;1.26216;1.24301;1.48081;1.34944;1.41555;1.81318;1.46466;1.59704;1.42942;0.800871;1.18127;1.01928;0.787081;1.32;1.54883;1.41227;0.570048;1.01287;0.784036;0.905033;1.86286;1.8561;1.83041;1.80574;1.42372;1.69591;1.23909;1.15378;1.36561;0.945414;1.68886;1.52365;1.7079;1.12048;0.987279;0.881255;0.206183;-0.705623;-0.576328;0.347759;0.33233;-0.0585027;-0.382318;1.27232;0.907416;-0.0682842;0.206487;0.802444;1.02849;1.45084;1.70965;1.60628;1.66701;1.51455;0.765519;1.31776;1.48264;0.734038;1.22255;0.688689;1.43272;0.644268;0.500811;0.848294;0.983299;1.35939;0.856601;1.39494;1.07211;0.969185;0.93306
0.93306;0.0652639;-0.831199;-1.4368;-1.33457;-1.92387;-1.26219;-1.56706;-2.00853;-1.72553;-1.16581;-1.39148;-1.52808;-0.964276;-1.41874;-1.3859;-1.05003;-0.913765;-1.59255;-1.03285;-1.2719;-0.697368;-0.760625;-0.126887;1.45001;1.53817;1.37478;1.98715;1.70957;0.0644954;-0.495327;-1.70461;-1.52436;0.0104281;-1.22785;-1.34607;-1.40537;-0.425326;-0.0904369;0.163021;-0.11875;-0.7049;-0.952524;-0.408075;0.0208331;1.21218;0.913105;1.81598;1.25744;1.98384;1.56516;1.16451;0.927833;1.63352;1.39968;1.31941;1.19819;1.37445;0.529899;0.62154;1.20654;0.25445;0.328677;-0.453425;-0.382474;-0.263005;-0.838753;-1.67327;-1.12647;-1.16183;-1.363;-0.443388;0.690882;0.00366557;-0.250107;-0.729091;-0.671188;-0.662176;-0.52951;-0.419599;-0.991766;-0.864036;-0.90112;-0.971454;-0.34207;-0.642543;-1.45121;-1.85275;-1.47438;-1.37894;-1.33831;-1.1507;-0.716406;-0.0900539;0.722952;0.258444;0.48062;0.500762;-0.595322;-0.0453799;-0.249283;-0.46387;-1.61457;-1.64263;-0.51245;0.13129;-0.70928;-1.61805;-1.12999;-1.60775;-1.19382;-0.685486;-1.08426;-0.987776;-1.33;-1.55043;-1.43059;-1.45078;-1.39081;-1.76137;-0.965891;-1.45702;-1.37727;-1.33581;-0.860667;0.340461;1.20594;1.84617;1.32802;0.861655;1.33123;0.583987;1.09905;1.55028;1.56406;1.30442;0.824679;0.704784;0.650095;1.49948;0.557215;1.72591;1.49592;1.55772;0.253117;0.678501;1.09235;1.53963;1.77006;1.62549;1.29446;0.943757;0.939255;1.35093;0.806146;1.02649;1.21793;1.32687;1.25768;1.16965;0.851611;1.26069;1.31634;1.37294;1.17092;0.510839;0.768049;0.951172;0.109964;-0.412144;-0.987419;-1.41792;-0.508693;1.2697;0.620366;0.421918;0.833908;1.50169;1.96073;1.88989;1.47856;0.54503;0.0492506;0.73105;0.858093;1.75914;1.25733;1.18637;1.61344;1.05535;0.680987;0.843526;0.816617;1.2253;1.33357;0.902716;0.620221;0.298101;0.589007;0.93306
0.93306;0.460081;-0.640587;-1.03731;-1.12957;-1.46483;-1.59373;-1.99537;-1.77667;-1.33231;-1.16796;-0.959591;-1.11251;-0.729286;-0.0562588;-1.30409;-0.788093;-1.54965;-0.677583;-1.60569;-1.60261;-1.62096;-0.35486;0.968937;1.48051;1.16041;0.314382;0.890952;0.208813;-0.311661;-0.508034;-1.07316;-1.28709;-1.39489;-1.5817;-1.7406;-1.29966;-0.63207;-0.880629;-0.792759;-1.05624;-0.0999967;1.55858;1.60821;1.27888;0.889121;0.641484;-0.0283058;0.668228;1.86454;1.66428;1.24705;1.38891;1.4392;2.24787;0.77417;-0.0990254;0.185485;-0.137869;-0.208973;0.286236;0.971501;-0.79732;-1.61251;-2.10273;-1.1972;-1.25604;-1.36396;-0.922892;0.133502;0.64478;1.59283;0.56576;1.11826;0.381673;-0.13576;-1.51613;-1.68378;-1.68166;-1.29506;-0.577215;-1.7322;-1.3105;-1.46039;-1.10516;-1.56179;-0.347305;-1.16073;-0.906553;-1.1994;-0.777106;-0.69083;-1.79571;-1.32307;-0.479149;0.827134;0.668392;-0.252282;-1.38719;-1.51089;-1.74547;-1.31384;-1.08654;-1.65894;-1.47848;-1.18979;-1.25471;-1.66368;-1.31509;-1.59563;-0.749268;-1.28259;-0.887115;-1.52858;-0.94402;-1.66654;-1.58141;-1.64703;-1.17636;-1.05173;-0.941257;-0.146042;-0.707775;-0.746323;-0.319339;-0.14961;0.405117;1.32771;0.753072;1.57215;1.2347;1.616;1.19953;1.52647;1.96288;1.33665;0.987455;1.17309;1.79753;1.93015;0.703446;0.72654;1.52123;1.54588;1.10708;1.66002;1.31447;1.46142;0.819305;1.44572;1.20087;1.27543;1.33486;1.42372;0.511033;0.65966;1.16237;1.65157;1.17752;1.42671;1.48641;1.37903;1.23031;1.20386;1.59432;1.59387;1.65361;0.580419;-0.468814;-1.23564;-1.5259;-0.932209;-0.159981;1.17548;0.709229;1.01642;1.7028;0.553798;0.887924;1.66804;0.973968;0.658612;1.47227;0.609704;0.894631;0.122213;0.268137;-1.03234;-1.11069;-0.536985;-0.94814;-0.532835;0.50234;0.972421;1.17169;1.40306;1.63936;0.979078;1.91415;0.93306
0.93306;0.632356;0.540942;-0.386282;-1.64391;-1.62437;-1.53476;-1.1324;-1.1043;-1.71688;-1.81714;-1.89903;-0.950025;-0.422278;-1.37886;-1.17842;-1.39337;-0.526024;-0.625889;-1.1718;-1.35951;-1.0783;0.261915;0.659763;0.59183;0.251401;0.115001;0.799208;-0.0518365;-0.782615;-1.08677;-0.710253;-0.361267;-1.62602;-0.83328;-1.08443;-1.63608;-1.60049;-1.35359;-1.24067;-0.74055;-0.61116;0.814488;0.350124;0.295102;1.08443;1.17644;-0.279068;0.957155;0.765034;0.775415;0.275424;-0.0294351;-0.000992751;-1.01263;-1.12083;-0.932233;-0.936227;-1.10408;-1.83815;-1.74326;-1.32822;-1.33689;-0.96729;-0.851129;-1.59514;-1.84411;-1.04904;-1.8296;-1.97732;-0.986595;-1.08756;-2.03059;-0.873063;-1.18599;-0.982933;-1.45804;-1.39512;-1.44646;-0.373401;-1.22332;-1.76339;-1.57691;-1.63599;-1.15308;-0.580177;-1.82766;-1.09669;-1.50394;-0.925514;-0.978718;-1.32618;-0.743514;0.358758;0.271515;0.168317;0.482979;1.3703;0.321007;-0.536924;-1.42181;-1.62052;-1.22142;-1.2973;-0.916101;-1.37262;-1.49845;-1.45238;-0.881113;-1.66497;-1.46664;-0.779965;-0.790478;-0.834619;-0.579253;-0.928139;-0.486791;-1.45621;-1.34333;-1.77883;-1.64311;-0.55535;-0.171405;-0.722727;-1.18845;-1.14541;-1.62105;-1.27678;-0.552073;1.31017;0.707774;2.05651;0.825981;-0.700284;0.491175;1.17144;1.67439;1.0468;1.31381;1.28123;1.5438;0.923141;0.603367;1.06492;1.61053;1.42994;1.94365;1.87697;1.38812;1.39789;1.75661;1.35971;1.20027;1.0065;0.977249;1.16979;0.116923;1.12577;1.2456;0.812021;0.916116;1.42488;1.27371;1.34786;1.87631;1.18712;0.920402;0.934854;0.225174;0.193905;-1.00935;-1.25379;1.51853;0.681714;0.925585;0.621926;0.410505;0.629355;0.903521;0.667992;1.25912;1.34323;0.0609051;-1.59414;-1.41202;-1.20119;-1.59731;-1.81002;-1.67371;-1.60218;0.839107;0.528044;1.40018;1.50774;0.394132;0.452043;1.11046;2.00979;1.33123;0.93306
0.93306;1.17012;1.0897;0.498269;-0.851757;-1.228;-0.367763;0.20242;-0.710776;-0.754644;-1.17587;-1.18126;-0.630103;-0.422482;-1.31374;-1.26861;-1.45562;-1.32894;-1.95657;-0.772243;-0.790185;-1.13071;-1.58302;-1.50194;-1.23515;-1.44925;-1.27905;-1.12032;-1.48343;-1.0831;-1.98367;-0.973835;-1.36151;-1.21241;-1.04742;-1.39206;-1.10353;-1.84287;-1.45829;-1.02308;-1.45235;-1.33607;-0.478014;-0.904302;-0.467919;-0.359099;0.251968;0.402028;1.18186;0.620818;0.810409;1.02376;0.371;-0.811596;-0.317736;-1.02592;-1.1795;-1.28678;-1.95157;-0.597781;-1.16165;-1.18855;-1.64124;-1.30749;-0.686268;-0.816895;-0.967991;-1.4577;-1.19798;-0.793419;-1.37508;-0.897014;-0.559969;-1.35269;-1.38293;-1.55826;-1.31695;-1.34305;-1.56966;-1.43996;-0.529174;-0.619309;-0.74664;-0.892407;-0.883678;-1.23728;-1.30659;-1.72916;-1.50162;-0.283946;-0.433149;-0.349966;-0.302212;-0.49794;0.623471;1.38522;1.53727;0.359972;0.991173;-0.573254;-0.706594;-0.369152;-0.62366;0.150111;-0.485611;-1.04326;-1.34471;-0.758606;-0.524708;-1.4044;-1.0374;-1.23448;-0.914882;-1.82776;-1.58317;-1.29976;-1.52118;-1.56228;-1.40602;-1.75259;-1.05957;-1.34545;-1.5663;-1.9813;-0.431452;1.06447;0.854788;0.484496;0.956361;0.396664;0.82672;-0.457146;0.701901;0.610834;0.341234;1.7883;1.96902;1.12155;1.21425;0.998147;1.09793;1.51368;1.41861;1.78058;1.56157;1.09265;1.3818;0.714977;1.23271;0.758334;1.63937;0.85512;1.2929;1.20243;1.66274;1.73549;1.34916;1.90704;1.058;1.43725;1.40434;1.14714;1.84024;1.15511;1.74698;1.25642;1.37786;0.604136;0.281603;-0.497777;0.580357;1.14801;1.22771;1.81449;1.8637;0.709585;1.44624;1.1197;1.29699;0.412349;1.50667;1.04142;0.421957;0.777619;0.565887;-1.00534;-1.32808;-1.53064;-0.645069;-1.02144;-0.401245;0.193536;0.925228;1.67745;1.15911;1.41772;1.313;0.99195;0.757238;0.93306
0.93306;1.54238;1.0053;1.49635;1.85728;1.67466;1.71453;-0.309255;-1.24607;-1.01538;-1.63258;-1.33317;-1.30341;-1.2668;-1.0711;-1.1039;-0.990799;-1.26197;-1.6305;-1.80556;-1.54767;-1.81782;-1.24861;-0.914383;-1.31685;-1.2834;-0.941318;0.209576;-0.616033;-1.32956;-1.39024;-1.65874;-1.3795;-1.31904;-1.58716;-1.82508;-1.22852;-0.697752;-0.942603;-0.846768;-0.591725;-0.00665542;-0.739167;-1.4097;-0.396122;-0.827677;-1.08684;0.394477;0.766792;1.13127;0.553268;0.51142;0.887099;1.07861;0.0286449;-0.393146;0.0866511;-0.627397;-0.973514;-0.743146;-0.627358;-0.940527;-0.56038;-1.65162;-1.60088;-1.6269;-1.26434;-0.719954;-0.96234;-1.77439;-1.49231;-1.80356;-0.74963;-1.23806;-1.60901;-1.60878;-0.849489;-1.51431;-0.796732;-1.19824;-1.55322;-0.209618;-1.43958;-0.872321;-1.2486;0.449883;0.580445;0.353225;1.0026;1.2539;1.40487;1.18299;1.47933;0.733612;1.29471;1.68882;1.44511;0.645101;0.050724;-0.687623;-1.37575;-0.821569;-1.05752;-0.599713;-0.949765;-1.7842;-1.55692;-1.46094;-0.877608;-0.132574;-0.468658;-1.46934;-1.32349;-1.11477;-1.94074;-1.52887;-1.54681;-1.82707;-1.48884;-1.23521;-1.38127;-0.41125;0.179664;-0.0435259;0.969403;0.282404;0.852435;1.29222;1.0827;0.186405;-0.068566;-0.662687;1.21353;0.202308;-0.793558;-0.898905;-0.556591;-0.209026;0.623898;0.89091;0.470623;0.588518;1.04005;1.02382;1.1799;0.413727;1.08614;0.687189;0.885966;0.977789;1.18521;1.39941;0.349453;1.05386;1.58127;1.67882;1.54154;1.37194;1.08025;0.610613;0.868475;1.15458;0.706501;1.2259;1.38149;1.02095;0.660578;0.744384;1.45547;1.3275;1.63581;0.94703;0.759562;1.85424;1.6356;0.589873;1.2455;0.705037;0.806344;1.47059;1.4151;1.70221;1.82459;1.02037;0.531546;-1.17589;-0.981223;-1.49281;-1.69277;-1.17855;-0.284444;1.40713;1.38902;1.38677;1.03568;1.76355;1.19034;1.41726;1.07727;0.93306
0.93306;1.50845;1.48857;1.47197;1.26321;-0.897768;-0.884956;-1.27709;-1.50109;-1.69627;-1.94042;-1.37803;-1.55363;-1.1879;-2.04781;-1.482;-0.639551;-0.793808;-1.36932;-1.32192;-0.532494;-1.66436;-1.82416;0.508777;-0.723693;-1.08306;-0.615319;-0.908145;-1.12037;-1.2871;-1.45207;-1.30122;-1.04584;-1.57124;-1.55845;-1.0006;-1.53357;-1.31253;-1.34977;-1.14019;-1.13289;-1.59045;-1.03906;-1.22919;-0.124447;0.284317;0.721203;1.51237;1.77893;1.00735;0.981628;0.954689;1.1407;1.15624;0.589295;0.710897;0.125377;-0.452497;-1.01824;-0.67641;-0.915108;-1.97523;-1.16896;-1.18832;-1.55954;-1.29295;-1.72761;-1.61134;-0.154693;-0.511329;-1.32902;-1.45789;-1.17889;-1.06773;-1.33415;-1.04143;-1.24701;-1.49465;-1.38786;-1.24883;0.217445;1.65476;1.44505;1.62527;0.399534;0.718022;1.17041;1.2954;1.44464;1.75923;1.33502;1.51059;1.50313;1.446;1.17344;1.66091;1.15014;1.01976;1.14961;-0.0838572;-0.787108;-0.910614;-0.74146;-1.59209;-1.23975;-1.61499;-1.85019;-1.26749;-1.38302;-1.34211;-1.53637;-1.21872;-0.969959;-1.67537;-1.50461;-1.31795;-0.0381289;0.589403;1.00622;1.47597;0.222588;1.24946;1.00016;1.66546;1.3935;1.36237;1.49631;1.09242;1.66566;1.34371;1.08052;1.17396;0.494384;0.257873;-1.12772;-1.10698;-0.983712;-1.00391;0.123366;1.46204;1.60714;1.73176;1.35629;1.39467;1.63259;1.28046;1.45262;1.43346;1.60925;1.95468;1.32261;1.42296;1.72851;2.08121;1.20239;1.78295;1.83277;1.75189;1.51711;0.952188;1.22724;1.16839;0.438338;1.42447;2.00552;1.4051;1.4363;0.333746;0.762176;0.841434;1.08553;0.876743;0.498605;0.703261;1.21353;1.57213;1.20312;1.10483;0.709846;0.522151;1.13546;1.36988;1.65126;1.75117;0.789027;0.847865;-0.177672;-0.994906;-0.879984;-0.755591;-0.967487;0.001019;1.08448;1.064;1.39321;1.30242;0.59317;0.914009;1.51618;0.93306
0.93306;1.11935;1.10994;-0.358933;-0.51877;-1.43449;-1.15098;-1.72049;-1.5331;-1.75764;-1.40259;-1.47824;-1.5468;-1.87592;-0.467687;-1.45602;-0.873268;-1.27244;-1.60604;-1.86797;-0.760761;-0.456053;0.236209;0.185244;-1.32649;-1.81167;-1.35916;-1.00409;-1.08871;-1.72078;-1.60119;-1.56802;-1.73907;-1.58797;-1.81067;-1.20479;-1.60258;-1.33424;-1.62871;-1.59215;-1.5119;-1.39794;-0.932057;-1.39891;-1.47296;-0.14621;-0.765671;-0.975265;-0.920017;0.351502;1.13931;1.09207;1.27432;1.50438;1.3873;1.7418;1.41492;-0.250098;-1.14499;-1.33767;-0.973953;-0.857712;-0.446045;-0.435229;-1.49646;-1.15885;-1.67026;-1.686;-1.66206;-1.03604;-0.763312;-1.36202;-1.55007;-1.18651;-0.476642;-1.46823;-1.36976;0.799221;1.35069;1.01044;1.43257;0.926486;1.0746;1.0157;1.58642;1.75952;1.32652;1.54641;1.47195;1.90183;1.94855;1.57987;1.43111;1.13809;1.25917;0.728196;1.08419;0.681497;1.04605;-0.346043;-0.807566;-0.332729;-0.33556;-1.64255;-1.99893;-1.07978;-1.01741;-1.0416;-0.687015;-1.02529;-1.66201;-1.40648;-1.011;-1.17147;-0.140494;-1.17227;-0.599196;0.19761;0.478637;0.567086;1.45437;1.81252;0.838988;0.586515;1.02968;1.19966;0.791291;1.30809;0.790587;1.03812;1.70172;1.1926;0.0761552;-1.46326;-1.17624;-0.574485;-0.520375;-1.27531;-0.76817;-0.139824;-0.369575;1.25893;1.49532;1.83279;1.54631;1.25457;1.24392;1.113;0.925995;1.36849;1.98442;0.838699;1.81633;1.2874;1.87252;2.52804;1.84158;1.98255;1.51819;1.34631;0.723393;1.59144;-0.189127;0.442189;0.632783;0.484966;0.80518;1.54325;0.9885;0.824745;1.63234;1.01566;1.1347;0.757868;1.38892;1.5462;1.39871;1.39968;1.23288;1.66998;1.99401;1.83228;1.21564;0.467985;0.12288;0.0406716;-0.626942;-0.6004;-0.956128;-1.73824;-1.26518;-1.2925;-1.16587;0.659162;0.725292;1.06683;1.77489;1.21253;0.851252;0.93306
0.93306;1.23435;1.32567;1.3145;0.351196;-0.628504;-0.759157;-0.551572;-1.54124;-1.88762;-1.47755;-1.82684;-1.45354;-1.71728;-1.49241;-1.78754;-1.58488;-0.811494;-0.804875;0.864105;0.91305;1.11352;-0.101085;0.319734;-0.203782;-1.28305;-1.0989;-1.38961;-1.04973;-1.48892;-1.19334;-1.06155;-0.941116;-0.512665;-1.25746;-1.05064;-1.72881;-1.58534;-1.64727;-1.06281;-0.996717;-0.967899;-0.902849;-1.08162;-1.97389;-1.79535;-1.4406;-0.7425;-1.28079;-0.108841;-0.113763;1.01243;1.66964;1.64338;1.442;0.539894;1.22975;0.935565;1.1542;0.682925;0.384129;-0.334982;0.315335;-0.262958;-0.498942;-1.12276;-0.387782;-0.59407;-0.492687;-0.789856;-1.61782;-1.59922;-2.11118;-0.989821;-0.634712;1.32498;1.52611;1.37528;1.68401;1.51382;1.4076;0.989721;0.40478;1.87925;1.82502;1.81467;1.34133;1.47766;1.0596;1.82812;1.46771;1.17944;2.05711;1.74797;1.32374;1.06741;0.107386;-1.34311;-1.43446;-0.343771;-0.136744;-1.19923;-1.22346;-1.52832;-1.44488;-0.932538;-1.10476;-1.1288;-1.67121;-1.8028;-1.53305;-1.10943;-1.50506;-1.62744;-1.04021;-0.496065;-1.51027;-0.500916;-0.200785;-0.38993;-0.347484;-0.883596;-0.670254;0.509939;0.0239465;0.990545;1.01627;2.09106;1.43167;1.33148;0.72543;0.455449;0.450886;-0.401288;-0.441682;-1.14713;-1.70534;-0.953702;0.50159;1.56172;1.09169;1.41513;1.3584;1.54941;1.39391;1.4835;1.51594;0.577893;0.882814;2.03209;1.73476;1.40008;1.47809;1.14182;0.6752;0.373613;1.05566;0.673211;0.705384;1.07347;0.0383639;0.52087;1.07767;1.72164;1.85159;0.860949;1.6709;1.47783;0.799926;0.789226;0.717582;0.596016;0.477653;1.43935;1.25339;1.73047;1.20449;2.06321;1.52036;1.27852;1.53207;-0.372074;-0.738528;0.571605;-1.32297;-2.04729;-1.51267;-1.54141;-1.23345;-0.421812;-0.353669;0.276813;0.577033;0.790981;-0.242465;0.292898;0.924211;1.20193;1.35511;0.93306
0.93306;1.29152;1.23923;-0.0843742;-0.600251;-0.200431;-0.744935;0.306295;-0.752906;-1.29032;-1.16172;-1.6129;-1.05907;-1.02721;-0.637222;-0.96242;-1.00881;-0.251211;0.634054;0.564459;0.239195;-1.15595;-0.711606;-1.15301;-0.972279;-1.46753;-1.80017;0.508368;0.802227;0.843242;1.03564;0.346328;-1.013;-1.21454;-1.24959;-1.38323;-1.23554;-0.212371;0.303134;-0.946224;-1.26326;-0.251811;-0.781779;-1.04849;-1.68784;-1.35554;-1.73767;-1.48827;-1.11227;-0.825686;-0.264287;0.40958;1.63208;1.38236;1.74637;1.30175;1.96162;1.87534;1.44471;1.30335;0.726007;1.125;1.85893;1.37374;1.10614;1.24881;0.199413;-0.0817616;-1.32896;-1.28375;0.708118;0.559722;-1.55245;-1.43959;-0.471821;0.548012;0.754237;1.47261;1.36343;0.787063;1.39785;1.1985;1.19323;1.71397;2.02995;1.13764;0.968208;1.23108;1.47491;1.43374;1.25421;1.31515;1.10752;1.3422;1.66199;1.40469;1.20111;1.27327;-0.251635;-0.380504;-0.766288;-1.46163;-1.1662;-1.73334;-0.996051;-1.38799;-1.55595;-1.42689;-0.733247;-0.91403;-1.38766;-0.65651;-0.912031;-1.10969;-1.10127;-1.22247;-0.745767;-1.30763;-0.948814;-1.65885;-1.23838;-0.955664;0.152713;-0.185185;-1.04034;-0.190574;0.559962;0.988046;1.49872;1.36757;0.900664;0.477352;0.469201;-0.672081;-1.03216;-1.03238;-0.840576;-0.96548;-0.414065;-1.17791;0.316333;0.74163;1.37609;0.462052;1.30327;1.13946;1.30361;1.08618;1.59111;1.32777;1.67752;1.76644;1.44757;1.89796;1.71169;1.46098;0.296743;-0.458824;0.0268246;-0.388794;0.142767;0.625129;1.61206;1.48034;1.81287;1.91335;1.31685;1.21719;0.468972;0.717502;0.695344;1.38738;0.803055;1.10248;1.63738;1.95967;1.38361;0.912579;1.22502;1.46221;0.80291;-0.276458;0.581441;-0.0870631;-0.898109;-0.812968;-1.55317;-0.929862;-0.69466;-0.860393;-0.902405;1.1996;0.949791;0.364525;0.538012;1.19612;0.761263;0.921204;0.43482;0.93306
