0.93306;1.38104;1.68143;1.70239;-1.56937;1.32895;1.12555;-0.995449;-1.08796;-0.987636;-1.39467;1.47426;1.26998;1.23144;1.39438;1.46201;1.53188;0.772467;1.20667;1.31872;0.976663;1.38941;1.18127;1.32796;1.58556;1.42219;1.17254;1.58607;1.54555;1.77798;1.67692;1.63019;-0.783673;1.5821;-0.114048;1.39223;1.40221;1.16317;1.35253;-1.01222;-1.3026;-1.23422;-1.16665;0.907583;1.20999;1.46015;1.00818;1.72348;1.61692;0
0.93306;1.12631;1.4918;1.5216;-1.60458;-1.16665;1.23351;1.75333;1.07999;1.10528;-1.3232;-1.4697;-1.66152;-1.4388;-1.38483;1.19823;1.84599;1.42029;1.36434;1.33161;1.6557;1.5132;0.958677;1.5491;1.66616;-1.29749;-1.29272;-1.52302;-1.40682;1.14161;1.562;1.25827;1.36609;1.00654;1.27465;-0.817082;1.34278;1.12448;-1.23187;-1.67773;1.21635;1.57567;1.27957;0.742071;1.7572;1.31084;-0.679919;-1.39782;1.18838;0
0.93306;1.44919;1.39495;1.20193;-1.09847;-1.60635;1.3758;1.20951;-0.203338;1.59685;1.14784;1.44205;-1.22871;1.50918;1.49201;1.292;1.25736;1.08073;1.00827;-1.07219;-1.26127;-1.42946;-1.28412;-1.46175;1.45308;1.41637;-1.33227;-1.15591;1.61819;1.34276;1.68505;1.16495;0.830843;0.452377;1.58975;1.63337;1.53557;-1.28168;-1.57067;-1.72716;-1.41197;1.40868;1.079;1.72118;-1.13958;-1.03543;-1.75094;1.0013;1.52631;0
0.93306;0.966683;1.43098;-0.412019;1.03934;-1.47008;-1.68923;-1.98787;0.97614;1.44351;1.2893;1.55781;1.33071;1.15121;0.732441;0.637016;1.3129;-1.32982;-1.52547;-1.05481;-1.22266;1.38143;1.73121;0.946835;1.32498;1.17654;0.997681;-0.962853;-0.960144;1.30249;-1.26995;1.16567;1.54027;1.30831;1.01756;-0.717849;-1.00352;-1.47839;-1.73949;-0.953601;-1.45245;1.30624;1.54452;1.2676;1.62079;1.12799;1.58368;1.32372;1.38168;0
0.93306;-1.24529;-1.51943;-1.35807;-1.42649;-1.07476;1.09744;1.43132;1.41217;0.286859;1.23996;0.643254;1.17349;1.18119;1.73975;1.35303;1.18377;1.43654;1.07012;-1.08454;-1.27567;-0.935972;-0.593654;1.2292;1.38543;1.41351;1.61973;1.55823;1.51859;0.695525;1.1327;1.25957;-0.209762;1.25125;1.69944;1.39926;-1.02335;-1.3719;-0.919127;-0.860037;-0.740053;1.47837;1.33497;1.74798;1.82911;1.69643;0.600805;1.26456;1.14014;0
0.93306;1.42705;1.53824;-1.51207;-1.48195;-1.44047;1.37171;1.14303;0.986931;1.59044;1.01214;1.33602;1.54046;1.28647;1.32702;1.09478;0.934172;-0.578645;-0.9891;1.27073;1.61638;0.562038;1.23771;1.23469;1.50289;0.903004;-1.37136;-1.08552;0.784838;1.24333;1.80389;0.684315;-1.4664;1.46614;0.814013;-1.26306;-0.339113;1.10783;1.20532;0.613038;1.06129;0.718547;1.29273;1.57951;-1.13649;-1.16329;-1.46152;-1.14519;1.07991;0
0.93306;-1.27027;-1.74186;-1.6201;-1.06108;1.41113;1.69352;0.975921;1.50968;1.08758;1.35446;1.50009;0.931155;1.5966;-1.69539;-1.64593;-1.25197;-1.3977;0.943522;1.11569;1.46899;1.46444;1.1799;1.15003;1.53854;-1.1369;-1.04558;1.39629;1.35207;1.50508;1.15276;1.73778;1.68353;-1.06537;-1.57627;1.33798;1.10536;0.636258;1.59748;1.26559;1.35698;0.854664;1.19106;1.27757;-1.38461;-1.62685;-1.58992;-0.647777;1.16089;0
0.93306;-1.46142;-1.1216;-1.00425;-1.17713;-1.40331;-1.69727;-1.2815;-1.02772;-1.59046;-1.01188;-0.668687;-0.82862;-1.28781;-1.10444;-1.51192;-1.58491;-1.61867;1.36968;1.5809;1.18818;1.64333;1.2109;-1.18304;0.99902;1.32182;1.46607;1.15543;1.73635;1.36038;1.3732;1.49036;1.25196;1.14362;1.12146;0.828451;1.53219;0.851491;1.37871;1.25654;-1.06432;-1.44169;-1.26388;-0.757077;-1.25969;-0.934285;0.796729;1.48541;1.46097;0
0.93306;0.91389;1.29643;-0.972436;-1.16071;-1.74443;-1.27682;-1.17257;-1.54887;-1.22382;-1.55966;-1.13221;-0.993492;-1.12674;-1.25186;-1.10527;0.776356;1.33575;0.837012;0.894307;1.65819;1.03458;1.65489;1.3883;1.6865;1.04815;1.73111;-1.10627;-1.54672;1.36613;1.25523;1.63157;1.03415;1.65808;1.77742;0.890343;0.710908;1.28495;1.69933;0.749976;-1.43497;-1.47728;-1.74055;-1.42967;-1.20778;-1.50369;-1.24863;-1.01524;1.15444;0
0.93306;1.52305;1.40983;1.06172;-0.703029;-1.27608;-0.848921;-1.84531;-1.2377;-1.31238;-1.71281;-1.4334;-1.03791;-1.75669;-1.05053;1.2447;-0.834358;1.0316;1.74515;0.961775;1.7787;1.36624;1.5658;1.20455;1.77772;1.62227;-0.749326;-0.922268;-1.27084;1.12478;0.914029;0.991262;1.64394;1.00865;1.21342;1.17267;1.0998;-1.20272;1.60183;1.63544;1.78816;1.53522;1.47054;-1.55603;-1.05745;-1.0894;-1.59506;-1.35124;-1.21204;0
